Bairro,Endereco,Quartos,Tipo,Preco,Distancia do aeroporto,CEP,Banheiro,Vagas,Area terreno,Area construida,Ano da construcao,Latitude,Longitude
Caulfield South,26 Gardenvale Rd,2,casa,1104000,9.3,3162,1,1,534,,,-37.89893,145.0171
Sunshine North,6 Sproul St,3,casa,520000,13.3,3020,1,1,535,,,-37757,144.8313
Heidelberg West,257 Liberty Pde,3,casa,507000,9.4,3081,1,1,536,,,-37.7403,145.0365
Ascot Vale,37 Epsom Rd,3,casa,1050000,5.9,3032,1,3,536,,,-37.7728,144.9076
Altona North,10 Knapp St,3,casa,625000,11.1,3025,1,1,536,,,-37.8285,144.8351
Preston,41 Kathleen St,3,casa,843000,8.8,3072,1,1,537,,,-37737,145.0227
Reservoir,37 Vale St,2,casa,935000,11.2,3073,1,1,537,,,-37.70098,145.01798
Coburg,136 Gordon St,3,casa,1194500,7.8,3058,1,2,537,,,-37.7443,144.9494
Heidelberg West,253 Liberty Pde,2,casa,501500,9.4,3081,1,2,538,,,-37.7405,145.0365
Keilor East,5 Viewbank Dr,3,casa,823000,12.8,3033,1,2,538,,,-37.7486,144.8778
Ascot Vale,17 Monash St,3,casa,1230000,5.9,3032,1,2,538,,,-37.78079,144.90825
Sunshine West,9 Dalpura Dr,3,casa,488000,13.5,3020,1,2,538,,,-37.7952,144.8126
Moorabbin,6 Wimmera St,3,casa,825000,14.6,3189,1,2,538,,,-37.9454,145.0507
Keilor East,114 Prospect Dr,3,casa,625000,12.8,3033,1,2,539,,,-37.7452,144.8511
Maribyrnong,19 Mitchell St,3,casa,820000,8.7,3032,1,4,539,,,-37.7837,144.8888
Sunshine,17 Barnard Ct,3,casa,735000,12.6,3020,1,2,539,,,-37.7877,144.8398
Sunshine West,3 Corella Rd,3,casa,486000,13.5,3020,1,2,539,,,-37.7963,144.8046
Yarraville,11 Sanderson St,2,casa,822000,7,3013,1,3,539,,,-37.8152,144.8703
Fawkner,40 Lowson St,3,casa,668000,12.4,3060,1,1,540,,,-37.69915,144.96232
Altona North,16 Harris St,3,casa,623000,11.1,3025,1,3,540,,,-37.8267,144.8368
Sunshine North,100 McIntyre Rd,3,casa,490000,13.3,3020,1,2,541,,,-37.7669,144.8308
East Melbourne,1/109 George St,2,kitnet,,1.5,3002,1,0,541,,,-37.81438,144.9845
Pascoe Vale,63 Cornwall Rd,3,casa,721000,9.9,3044,1,2,542,,,-37.7189,144.9367
Avondale Heights,105 Canning St,3,casa,848000,10.5,3034,1,2,542,,,-37.7706,144.8629
Balwyn North,151 Bulleen Rd,3,casa,980000,9.2,3104,1,1,542,,,-37.7832,145.0779
Kealba,3 McGrath Cl,3,casa,365000,15,3021,1,0,543,,,-37.7367,144824
Canterbury,1/28 Milton St,2,casa,765000,9,3126,1,1,543,,,-37.8295,145.0774
Watsonia,2 Thompson St,3,casa,725000,14.9,3087,1,1,545,,,-37.7088,145.0893
Coburg North,27 Williams Rd,4,casa,770000,9.2,3058,1,1,545,,,-37.73042,144.96048
Ashburton,4 Baker Pde,3,casa,1500000,11,3147,1,2,545,,,-37.8605,145.0833
Reservoir,28 Gloucester St,3,casa,730000,11.2,3073,1,1,546,,,-37721,144.9967
Keilor East,52 Prospect Dr,3,casa,738000,12.8,3033,1,4,546,,,-37.74862,144.86507
Hughesdale,20 Bowmore St,2,casa,1262000,13,3166,1,1,546,,,-37.9003,145.0777
Reservoir,6 Greenock St,3,casa,725000,11.2,3073,1,1,547,,,-37.71479,144.99892
Carnegie,14 Lyons St,3,casa,,11.4,3163,1,1,548,,,-37895,145.0476
Kealba,22 Valewood Dr,3,casa,450000,15,3021,1,2,548,,,-37.7334,144.8254
Avondale Heights,49 Rogerson St,3,casa,795000,10.5,3034,1,1,549,,,-37.7644,144.8575
Sunshine,15 Hampshire Rd,3,casa,701000,12.6,3020,1,1,550,,,-37.7952,144.8302
Campbellfield,18 Cheviot Rd,3,casa,,14.5,3061,1,6,551,,,-37.6881,144.9616
Reservoir,16 North Rd,3,casa,765000,11.2,3073,1,2,551,,,-37.7214,145.0241
Aberfeldie,7 Rita St,3,casa,,9.1,3040,1,2,551,,,-37.76197,144.89324
Avondale Heights,30 Clarendon St,3,casa,,10.5,3034,1,1,551,,,-37.76514,144.85588
Sunshine North,25 Downing St,3,casa,718000,13.3,3020,1,2,551,,,-37.76798,144.82859
Bulleen,15 Riverview Tce,2,casa,980000,11.8,3105,1,1,551,,,-37.7739,145.0962
Braybrook,1 Menzies St,2,casa,670000,10.8,3019,1,2,551,,,-37.7825,144.8545
Altona North,16 Beevers St,3,casa,680000,11.1,3025,1,3,551,,,-37.8254,144.8514
Malvern,45 Wheatland Rd,4,casa,,7.4,3144,1,1,551,,,-37.8657,145037
Carnegie,17/40 Koornang Rd,1,kitnet,,11.4,3163,1,1,551,,,-37.8854,145058
Heidelberg Heights,50 Swanston St,3,casa,662500,10.5,3081,1,4,552,,,-37.7379,145.0514
Glen Iris,8 Hadley Ct,2,casa,1723000,9.2,3146,1,1,553,,,-37.8464,145.0511
Oakleigh,105 Atkinson St,3,casa,1225000,14,3166,1,2,553,,,-37.8956,145.0928
Altona North,21 Hatherley Gr,3,casa,750000,11.1,3025,1,3,554,,,-37.8449,144.85
Altona North,21 Hatherley Gr,3,casa,700000,11.1,3025,1,3,554,,,-37.8449,144.85
Murrumbeena,226 Murrumbeena Rd,3,casa,1076000,12.1,3163,1,1,554,,,-37.9012,145.0646
Preston,5 Ryde St,3,casa,1040000,8.8,3072,1,2,555,,,-37.7491,144985
Ascot Vale,43 Mirams St,3,casa,1060000,5.9,3032,1,1,555,,,-37.7767,144.9125
Sunshine,10 Dundalk St,3,casa,651500,12.6,3020,1,1,555,,,-37.78029,144.84371
Hadfield,107 Hilton St,3,casa,,12.1,3046,1,2,556,,,-37.7031,144.9462
Kingsbury,36 Scott Gr,3,casa,690000,12.4,3083,1,2,556,,,-37.7174,145.0361
Pascoe Vale,6 Olive Gr,4,casa,780000,9.9,3044,1,1,556,,,-37.7289,144.9412
Sunshine North,94 Northumberland Rd,3,casa,650000,13.3,3020,1,1,556,,,-37.7699,144.8422
Braybrook,14 Arthur St,3,casa,771000,10.8,3019,1,0,556,,,-37.7904,144.85137
Hadfield,35 Angus St,3,casa,591000,12.1,3046,1,1,557,,,-37.7079,144.9432
Kealba,14 Rowan Dr,3,casa,570000,15,3021,1,2,557,,,-37.7279,144.82166
Ivanhoe,25 Belmont Rd,3,casa,,7.9,3079,1,1,557,,,-37.76745,145.05057
Newport,29 Charlotte St,3,casa,901000,8.4,3015,1,1,557,,,-37.8378,144.8657
Altona North,107 McIntosh Rd,3,casa,700000,11.1,3025,1,1,557,,,-37.8441,144.8505
Glen Iris,33A Scott Gr,3,casa,1710000,9.2,3146,1,3,557,,,-37.8556,145.0499
Pascoe Vale,2 Virginia St,2,casa,474000,9.9,3044,1,1,558,,,-37.7153,144.9434
Altona North,21 Allan St,4,casa,650000,11.1,3025,1,4,558,,,-37.8451,144.8529
Bentleigh East,12 Kashmira St,2,casa,,13.9,3165,1,2,558,,,-37.91388,145.08146
Bulleen,153 Thompsons Rd,2,casa,890000,11.8,3105,1,2,559,,,-37.7739,145094
Coburg North,38 Goleen St,3,casa,887000,9.2,3058,1,2,560,,,-37.72656,144.96472
Preston,141 Tyler St,3,casa,,8.8,3072,1,2,560,,,-37.7323,145.0236
Surrey Hills,49 Boisdale St,3,casa,,11.2,3127,1,2,560,,,-37.82699,145.10032
Murrumbeena,12 Omama Rd,4,casa,1641000,12.1,3163,1,1,560,,,-37.8897,145.0709
Altona North,122 McIntosh Rd,3,casa,590000,11.1,3025,1,2,561,,,-37.8444,144.8491
Preston,176 Albert St,3,casa,700000,8.8,3072,1,2,562,,,-37.7339,145.0247
Sunshine,20 Kingaroy Rd,4,casa,888000,12.6,3020,1,2,562,,,-37.7919,144.8394
Malvern East,398 Wattletree Rd,3,casa,1750000,11.2,3145,1,2,562,,,-37.8657,145.0536
Heidelberg Heights,18 Swanston St,2,casa,690000,10.5,3081,1,0,563,,,-37.73826,145.04872
Keilor East,122 Prospect Dr,3,casa,695000,12.8,3033,1,1,564,,,-37.7445,144.8511
Maidstone,12 Bosquet St,3,casa,670000,9.2,3012,1,3,564,,,-37.7832,144.8745
Sunshine North,19 Balcombe St,3,casa,555000,13.3,3020,1,1,565,,,-37.7781,144.8451
Braybrook,29 Hampden St,3,casa,680000,10.8,3019,1,1,565,,,-37.7885,144859
Bentleigh,11 Somers St,4,casa,1450000,13,3204,1,1,567,,,-37.9149,145.0252
Preston,7 Tynan St,4,casa,1000000,8.8,3072,1,2,568,,,-37.7353,144989
Brunswick West,4/1 Allard St,2,kitnet,473000,5.9,3055,1,2,568,,,-37.7682,144.9422
Sunshine North,62 Northumberland Rd,3,casa,790000,13.3,3020,1,2,568,,,-37.7727,144.8417
Reservoir,57 Newton St,3,casa,866000,11.2,3073,1,2,569,,,-37.7313,145.0224
Avondale Heights,328 Milleara Rd,4,casa,605000,10.5,3034,1,0,569,,,-37.7563,144.8601
South Yarra,76 Osborne St,1,casa,2115000,3.3,3141,1,1,569,,,-37.8428,144991
Hampton,11 Kerferd St,3,casa,1610000,13.7,3188,1,2,569,,,-37.9419,145.01
Heidelberg,34 Martin St,4,casa,1031000,10.6,3084,1,1,570,,,-37.7523,145.0604
Avondale Heights,12 Skewes St,3,casa,636000,10.5,3034,1,2,571,,,-37.7605,144.8581
Ivanhoe,7 Robbins St,3,casa,1340000,7.9,3079,1,1,571,,,-37.7614,145.0433
Moonee Ponds,112 Dean St,3,casa,1100000,6.9,3039,1,2,572,,,-37.7683,144.9325
Malvern East,2059 Malvern Rd,3,casa,1380000,11.2,3145,1,2,572,,,-37.87566,145.04227
Reservoir,45 Keon Pde,3,casa,,11.2,3073,1,2,574,,,-37.6958,145.0177
Avondale Heights,7 Monmouth St,3,casa,650000,10.5,3034,1,3,574,,,-37.7627,144857
Newport,1 River St,2,casa,1120000,8.4,3015,1,3,574,,,-37.8414,144.8922
Bentleigh East,20 Normdale Rd,3,casa,965000,13.9,3165,1,4,574,,,-37.9309,145.0685
Preston,72 McNamara St,3,casa,1055000,8.8,3072,1,2,575,,,-37.73437,144.99575
Sunshine North,7 Charles St,3,casa,607000,13.3,3020,1,2,575,,,-37.7748,144833
Ascot Vale,57 Monash St,3,casa,1350000,5.9,3032,1,3,575,,,-37.7828,144.9049
Carnegie,60 Miller St,2,casa,1424000,11.4,3163,1,1,575,,,-37.8972,145.05236
Coburg North,23 Goleen St,3,casa,782000,9.2,3058,1,3,576,,,-37.7269,144.9654
Coburg,56 Rose St,3,casa,1100000,7.8,3058,1,1,576,,,-37.7432,144.9474
Brunswick West,7 Zeal St,2,casa,910000,5.9,3055,1,4,576,,,-37.7578,144.9439
Bentleigh East,76 Bignell Rd,3,casa,1000000,13.9,3165,1,2,576,,,-37.9362,145.0691
Oak Park,1 Victoria St,2,casa,592000,11.5,3046,1,2,577,,,-37.7137,144.9167
Preston,13 Grampian St,4,casa,910000,8.8,3072,1,3,577,,,-37.7344,144.9865
Heidelberg Heights,59 Southern Rd,3,casa,580000,10.5,3081,1,1,577,,,-37.7428,145.0532
Altona,7 Cowra St,3,casa,840000,13.8,3018,1,2,577,,,-37.7815,144.81229
Essendon,34 Lincoln Rd,3,casa,1400000,8,3040,1,1,578,,,-37.75261,144.91696
Bentleigh,23 Auckland St,2,casa,1100000,13,3204,1,3,579,,,-37.92496,145.04665
Heidelberg Heights,6 Terry St,3,casa,,10.5,3081,1,2,580,,,-37739,145055
Heidelberg Heights,68 Bamfield Rd,3,casa,725000,10.5,3081,1,2,580,,,-37738,145.0563
Braybrook,40 Carlton St,3,casa,660000,10.8,3019,1,0,580,,,-37.7804,144.8481
Sunshine,59 Hertford Rd,2,casa,825000,12.6,3020,1,3,580,,,-37.7818,144.8393
Bentleigh,99 Patterson Rd,4,casa,1380000,13,3204,1,2,580,,,-37.9263,145.0422
Bentleigh East,16 Greenview Ct,3,casa,930000,13.9,3165,1,2,580,,,-37.9369,145.0751
Watsonia,18 Temby St,4,casa,706000,14.9,3087,1,2,581,,,-37.7094,145.0877
Pascoe Vale,12 Lyking St,3,casa,,9.9,3044,1,1,581,,,-37.7298,144.9482
Preston,82 Murray Rd,3,casa,721000,8.8,3072,1,1,581,,,-37.7399,145.0228
Preston,216 Gower St,3,casa,965000,8.8,3072,1,2,581,,,-37.7411,145.0115
Sunshine North,171 McIntyre Rd,3,casa,432500,13.3,3020,1,1,581,,,-37.7602,144.8316
Bentleigh East,18 May St,3,casa,1550000,13.9,3165,1,1,581,,,-37.9177,145.0535
Hampton,3 Smith St,2,casa,1465000,13.7,3188,1,2,581,,,-37.9323,145.0225
Pascoe Vale,7 Longview St,3,casa,792000,9.9,3044,1,2,582,,,-37724,144.9333
Preston,34 Dean St,4,casa,910000,8.8,3072,1,1,582,,,-37.7355,145.0178
Ivanhoe,105 The Boulevard,3,casa,,7.9,3079,1,3,582,,,-37.7766,145.0468
Fawkner,162 Anderson Rd,3,casa,550000,12.4,3060,1,1,583,,,-37.6949,144.9619
Rosanna,68 Finlayson St,3,casa,860000,11.4,3084,1,2,583,,,-37.7346,145.0715
Heidelberg West,296 Oriel Rd,2,casa,705000,9.4,3081,1,1,583,,,-37.7352,145.0449
Moonee Ponds,4 Milverton St,4,casa,1833000,6.9,3039,1,1,583,,,-37.7682,144.9151
Ashburton,12 Meaden St,3,casa,1422000,11,3147,1,2,583,,,-37.8679,145.0781
Bentleigh East,16 Leigh St,3,casa,899000,13.9,3165,1,1,583,,,-37.9312,145.0795
Preston,2 Eggleton Ct,3,casa,855000,8.8,3072,1,2,584,,,-37.7332,145.0252
Moonee Ponds,10 Chaucer St,5,casa,1730000,6.9,3039,1,1,584,,,-37.7696,144.9229
Maidstone,45 Thomson St,3,casa,760000,9.2,3012,1,2,584,,,-37.78578,144.87983
Bentleigh East,8 Tambet St,3,casa,1106000,13.9,3165,1,2,584,,,-37.9183,145071
Fawkner,30 Dorothy St,3,casa,670000,12.4,3060,1,2,585,,,-37.69366,144.97062
Reservoir,27 Inverness St,4,casa,,11.2,3073,1,3,585,,,-37.7032,145.0288
Hadfield,56 Middle St,3,casa,725000,12.1,3046,1,2,585,,,-37.70999,
Reservoir,24 Cuthbert Rd,3,casa,,11.2,3073,1,1,585,,,-37.7164,145014
Airport West,33 North St,3,casa,720000,13.5,3042,1,1,585,,,-37.72,144878
Pascoe Vale,20 Lyking St,3,casa,,9.9,3044,1,2,585,,,-37.7297,144.9475
Preston,1 Tynan St,3,casa,1070000,8.8,3072,1,2,585,,,-37.7358,144.9889
Heidelberg West,15 Tarakan St,4,casa,725000,9.4,3081,1,2,585,,,-37.74688,145.04056
Brunswick West,1 Zeal St,3,casa,,5.9,3055,1,2,585,,,-37.75782,144.9444
Surrey Hills,4 Banool Rd,2,casa,,11.2,3127,1,1,585,,,-37.8176,145.0922
Carnegie,215 Neerim Rd,3,casa,950000,11.4,3163,1,1,586,,,-37888,145.0505
Sunshine West,5 Empress Ct,3,casa,472500,13.5,3020,1,1,586,,,-37791,144.7925
Maidstone,3 Hutton St,3,casa,880000,9.2,3012,1,1,586,,,-37786,144871
Heidelberg West,116 Southern Rd,2,casa,590000,9.4,3081,1,2,586,,,-37.7418,145.0464
Ivanhoe,1 Rocke St,4,casa,1300000,7.9,3079,1,1,586,,,-37.7726,145.0396
Braybrook,30 Shepherd St,3,casa,730000,10.8,3019,1,3,586,,,-37.78302,144.85501
Chadstone,15 Aloomba St,3,casa,992000,13.6,3148,1,2,586,,,-37.8805,145.0978
Glenroy,90 Moonee Bvd,3,casa,710000,13,3046,1,2,587,,,-37.69945,
Braybrook,6 Dedrick Gr,3,casa,510000,10.8,3019,1,2,587,,,-37.7843,144.8472
Avondale Heights,8 Moffat St,3,casa,695000,10.5,3034,1,2,588,,,-37771,144.8586
Hadfield,119 Middle St,4,casa,650000,12.1,3046,1,4,588,,,-37.7096,144.9404
Heidelberg West,22 Redwood St,1,casa,636000,9.4,3081,1,1,588,,,-37.7454,145.0397
Sunshine North,93 Westmoreland Rd,2,casa,715000,13.3,3020,1,2,588,,,-37.7674,144.8362
Newport,58 Alma Tce,3,casa,1530000,8.4,3015,1,2,588,,,-37.84249,144.87621
Burwood,10 Goold St,3,casa,1000000,11.7,3125,1,1,589,,,-37855,145118
Glenroy,62 Everard St,3,casa,500000,13,3046,1,1,589,,,-37.6993,144.9393
Heidelberg West,290 Oriel Rd,3,casa,652000,9.4,3081,1,0,589,,,-37.7356,145.0448
Maidstone,26 Inkerman St,3,casa,1200000,9.2,3012,1,1,589,,,-37.7863,144881
Pascoe Vale,8 Merbein St,3,casa,683500,9.9,3044,1,2,590,,,-37717,144.9507
Glenroy,4 Glenroy Rd,2,casa,726335,13,3046,1,2,590,,,-37.7072,144938
Heidelberg West,184 Oriel Rd,2,casa,,9.4,3081,1,0,590,,,-37.7461,145.0422
Heidelberg Heights,4 Sackville St,3,casa,850000,10.5,3081,1,1,590,,,-37.7483,145.0479
Fairfield,250 Arthur St,3,casa,1145000,5.8,3078,1,3,590,,,-37.7673,145021
Box Hill,19 Wavell St,3,casa,1412000,13.1,3128,1,1,590,,,-37.8274,145.1274
Malvern East,4 Batesford Rd,3,casa,,11.2,3145,1,1,590,,,-37.8769,145.0864
Brighton East,6 Coronation St,3,casa,1640000,10.7,3187,1,1,590,,,-37.90115,145.00802
Brighton East,7 Valdemar Ct,4,casa,1447000,10.7,3187,1,2,590,,,-37.9286,145.0274
Brighton East,5 Valdemar Ct,3,casa,1743000,10.7,3187,1,2,590,,,-37.92873,145.02732
Preston,32 Tyler St,3,casa,560000,8.8,3072,1,2,591,,,-37.7333,145.0353
Heidelberg West,109 Ramu Pde,2,casa,680000,9.4,3081,1,1,591,,,-37.7385,145.0387
Fawkner,84 Lynch Rd,3,casa,640000,12.4,3060,1,4,592,,,-37.7111,144.9664
Coburg North,38 Galeka St,3,casa,875000,9.2,3058,1,1,592,,,-37.71996,144.95767
Heidelberg Heights,96 Southern Rd,3,casa,805000,10.5,3081,1,0,592,,,-37.74207,145.0479
Sunshine North,4 Isla St,3,casa,685000,13.3,3020,1,3,592,,,-37.7751,144.8342
Alphington,44 Naroon Rd,3,casa,1540000,6.4,3078,1,2,592,,,-37.7755,145.0288
Moorabbin,56 Chapel Rd,4,casa,921000,14.6,3189,1,2,592,,,-37.9407,145.0482
Moorabbin,6 Cooma St,2,casa,1035000,14.6,3189,1,1,593,,,-37.84959,144.96295
Hadfield,14 Sutherland St,3,casa,716000,12.1,3046,1,2,594,,,-37709,144.9483
Heidelberg West,23 Morotai Pde,2,casa,520000,9.4,3081,1,2,594,,,-37.7471,145.0427
Yallambie,57 Tarcoola Dr,3,casa,721500,15,3085,1,1,594,,,-37.85556,144.99788
Newport,12 Gordon St,3,casa,1040000,8.4,3015,1,2,595,,,-37.8394,144.8669
South Yarra,3/555 Punt Rd,2,kitnet,642000,3.3,3141,1,1,595,,,-37.84291,144.99071
Malvern East,9 Prior Rd,3,casa,,11.2,3145,1,2,595,,,-37.8831,145.0874
Ormond,1 Blackshaw St,2,casa,1668000,11.8,3204,1,2,595,,,-37.9092,145.0507
West Footscray,49 Napoleon St,3,casa,845000,8.2,3012,1,4,596,,,-37791,144.8658
Preston,15 Walsh St,3,casa,,8.8,3072,1,1,596,,,-37749,145.0171
Coburg,38 Harding St,4,casa,1221000,7.8,3058,1,2,596,,,-37.7456,144.9696
Ivanhoe,51 Jellicoe St,3,casa,1065000,7.9,3079,1,1,596,,,-37.7581,145.0371
West Footscray,21 Napoleon St,2,casa,1001000,8.2,3012,1,4,596,,,-37.7913,144.8689
Kew,15 Edgevale Rd,2,casa,1950000,5.6,3101,1,4,596,,,-37.8146,145.0419
Niddrie,59 Hoffmans Rd,3,casa,944000,11.2,3042,1,2,597,,,-37.73603,144.88559
Avondale Heights,61 Doyle St,3,casa,635000,10.5,3034,1,1,597,,,-37.7568,144.8572
Braybrook,1 Hinkler St,3,casa,925000,10.8,3019,1,2,597,,,-37.78882,144.85111
Bentleigh East,26 Boronia St,2,casa,1010000,13.9,3165,1,1,597,,,-37.9126,145.0776
Kensington,68 Bayswater Rd,3,casa,,4.2,3031,1,2,598,,,-37.7937,144923
Bentleigh East,24 Kurrajong St,3,casa,950000,13.9,3165,1,1,598,,,-37.9129,145.0786
Bentleigh East,15 Cormick St,3,casa,1001000,13.9,3165,1,1,598,,,-37.9216,145073
Bentleigh,22 Hobart St,2,casa,1275000,13,3204,1,2,599,,,-37925,145046
Brunswick West,5 Halpin St,3,casa,1200000,5.9,3055,1,1,600,,,-37769,144.9478
Campbellfield,11 Bailey Ct,3,casa,368000,14.5,3061,1,2,600,,,-37.6783,144.9672
Jacana,16 Gavin St,3,casa,537000,14.5,3047,1,2,600,,,-37.6876,144.9095
Keilor East,61 Nyah St,3,casa,900000,12.8,3033,1,2,600,,,-37.7312,144.8685
Bentleigh East,1084 North Rd,3,casa,,13.9,3165,1,2,600,,,-37.90902,145.08002
Balaclava,5/171 Hotham St,2,kitnet,490000,6.6,3183,1,0,601,,,-37.73271,145.10633
West Footscray,20 Wellington St,3,casa,1021000,8.2,3012,1,2,601,,,-37.7917,144.8688
Moorabbin,5 Margaret St,3,casa,981000,14.6,3189,1,2,601,,,-37.9361,145.0456
Hampton East,2 Harry St,3,casa,1195000,14.5,3188,1,2,601,,,-37.9386,145.0317
Pascoe Vale,1 Dorset Rd,2,casa,630000,9.9,3044,1,1,602,,,-37724,144.9501
Fawkner,43 Preston St,3,casa,698000,12.4,3060,1,1,602,,,-37.69948,144.96311
Pascoe Vale,24 Windsor St,2,casa,910000,9.9,3044,1,3,602,,,-37.73426,144.9445
Heidelberg West,11 Wewak Pde,2,casa,735000,9.4,3081,1,3,602,,,-37.7455,145.0452
Sunshine North,20 Mills St,3,casa,635800,13.3,3020,1,1,602,,,-37.7696,144.84
Bulleen,17 Kathleen Gr,3,casa,1063000,11.8,3105,1,2,602,,,-37.7712,145097
Glen Iris,14/1737 Malvern Rd,1,kitnet,375000,9.2,3146,1,1,602,,,-37.8597,145.0571
Pascoe Vale,20 Snell Gr,3,casa,770000,9.9,3044,1,1,603,,,-37.73283,
Niddrie,21 Diamond St,3,casa,840000,11.2,3042,1,2,603,,,-37.7484,144.8892
Moonee Ponds,35 Eglinton St,4,casa,1395000,6.9,3039,1,2,603,,,-37.7692,144917
Bulleen,43 Lincoln Dr,3,casa,,11.8,3105,1,1,603,,,-37.77228,145.09458
Glen Iris,23 Somerset Rd,3,casa,1770000,9.2,3146,1,3,603,,,-37.8503,145.0754
Malvern East,34 Ivanhoe Gr,3,casa,,11.2,3145,1,1,603,,,-37.8821,145.0871
Bentleigh East,93 Parkmore Rd,3,casa,1206000,13.9,3165,1,2,603,,,-37.9155,145.0723
Jacana,17 Bannister St,4,casa,618000,14.5,3047,1,2,604,,,-37.68217,144.89377
Fawkner,106 Jukes Rd,3,casa,850000,12.4,3060,1,2,604,,,-37.7017,144.9676
Rosanna,1/249 Lower Plenty Rd,3,casa,720000,11.4,3084,1,2,604,,,-37.7377,145.0737
Altona,219 Civic Pde,3,casa,740000,13.8,3018,1,2,604,,,-37.8631,144.8195
Heidelberg West,365 Liberty Pde,3,casa,525500,9.4,3081,1,1,605,,,-37.7344,145.0404
Heidelberg West,138 Outhwaite Rd,3,casa,690500,9.4,3081,1,2,605,,,-37.7386,145.0447
Heidelberg West,138 Outhwaite Rd,3,casa,,9.4,3081,1,2,605,,,-37.7386,145.0447
Bellfield,373 Waterdale Rd,3,kitnet,676000,9.5,3081,1,0,605,,,-37.7516,145.0457
Essendon,5 Raleigh St,3,casa,1290000,8,3040,1,2,605,,,-37.7541,144.9265
Surrey Hills,26 Everton Gr,4,casa,1490000,11.2,3127,1,4,605,,,-37.82296,145.0946
Avondale Heights,15 River Dr,3,casa,725000,10.5,3034,1,4,606,,,-37752,144854
Fawkner,20 Edward St,2,casa,725000,12.4,3060,1,2,606,,,-37.70896,
Chadstone,23 Thurloo St,3,casa,1000000,13.6,3148,1,2,606,,,-37.8784,145.0958
Jacana,58 Bliburg St,3,casa,421000,14.5,3047,1,1,607,,,-37.6864,144.9111
Avondale Heights,57 North Rd,3,casa,740000,10.5,3034,1,2,607,,,-37.7546,144857
Bulleen,5 England St,4,casa,1207000,11.8,3105,1,2,607,,,-37.76014,145.08559
South Yarra,8/28 The Righi,1,kitnet,612000,3.3,3141,1,1,607,,,-37.8328,144.9866
Hadfield,70 West St,3,casa,840000,12.1,3046,1,2,608,,,-37.7114,144.9378
Reservoir,34 Drysdale St,2,casa,635000,11.2,3073,1,1,608,,,-37.7293,145.0224
Heidelberg Heights,12 Burns Ct,3,casa,659500,10.5,3081,1,1,608,,,-37.7361,145.0551
Rosanna,21 Darvall St,2,casa,971000,11.4,3084,1,1,608,,,-37.7407,145.0612
Brunswick West,194 Dawson St,3,casa,1186000,5.9,3055,1,3,608,,,-37.7694,144.9448
Sunshine North,25 Lincoln St,3,casa,830000,13.3,3020,1,2,608,,,-37.78684,144.82461
Heidelberg West,187 Southern Rd,2,casa,715000,9.4,3081,1,3,609,,,-37.7415,145.0391
Sunshine North,6 Prince St,4,casa,640000,13.3,3020,1,1,609,,,-37.7661,144.8396
Sunshine North,13 Wiltshire St,3,casa,620500,13.3,3020,1,1,609,,,-37.7754,144846
Bulleen,13 Hillside Rd,2,casa,1060000,11.8,3105,1,2,609,,,-37.7762,145.0958
Preston,103 Raglan St,3,casa,971000,8.8,3072,1,2,610,,,-37751,145.0197
Keilor East,8 Nyah St,3,casa,915000,12.8,3033,1,2,610,,,-37.7359,144868
Northcote,154 Separation St,3,casa,1085000,5.5,3070,1,2,610,,,-37.7704,145.0066
Sunshine North,49 Northumberland Rd,3,casa,710000,13.3,3020,1,1,610,,,-37.7719,144.8414
Chadstone,5 Helen Rd,3,casa,,13.6,3148,1,2,610,,,-37.8867,145.1014
Sunshine,11 Taunton St,2,casa,702000,12.6,3020,1,0,611,,,-37783,144.8405
Sunshine North,41 Northumberland Rd,3,casa,650000,13.3,3020,1,1,611,,,-37.7724,144.8413
Sunshine,82 Hertford Rd,2,casa,688000,12.6,3020,1,1,611,,,-37.7824,144.8414
Brighton,30a Rooding St,2,kitnet,985000,11.2,3186,1,1,611,,,-37.9039,145.0009
Hampton,10 Valerian St,3,casa,1560000,13.7,3188,1,1,611,,,-37.94488,145.00364
Brunswick,144 Union St,3,casa,1815000,5.2,3056,1,3,612,,,-37773,144952
Hadfield,38 Tassell St,2,casa,640000,12.1,3046,1,1,612,,,-37.7109,144.9389
Airport West,117 Marshall Rd,3,casa,662000,13.5,3042,1,2,612,,,-37.7169,144.8815
Heidelberg West,3 Ebony Pde,2,casa,,9.4,3081,1,4,612,,,-37.7431,145.0397
Murrumbeena,18 Spark St,3,casa,1355000,12.1,3163,1,6,612,,,-37.8996,145.0716
Bentleigh East,68 Tambet St,3,casa,1251000,13.9,3165,1,1,612,,,-37.91332,145.07192
Bentleigh East,106 Parkmore Rd,3,casa,1110000,13.9,3165,1,4,612,,,-37.9159,145.0733
Brighton,70 Dendy St,4,casa,,11.2,3186,1,2,612,,,-37.9203,144.9996
Coburg,7 Gladstone St,4,casa,1250000,7.8,3058,1,2,613,,,-37.7433,144.9762
Essendon West,14 Clydebank Rd,3,casa,810000,9.8,3040,1,2,613,,,-37.7552,144.8882
Sunshine,47 Anderson Rd,2,casa,551000,12.6,3020,1,2,613,,,-37.7918,144.8268
Fawkner,12 Brockley Rd,3,casa,532000,12.4,3060,1,1,614,,,-37716,144.9666
Airport West,106 Parer Rd,3,casa,790000,13.5,3042,1,3,614,,,-37.7194,144.8827
Reservoir,26 York St,3,casa,871000,11.2,3073,1,3,614,,,-37.7276,144989
