bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Glenroy,1c Barwon St,2,casa,540000.0,13.0,3046.0,1,1,164.0,114.0,2010.0,-37.7082,144.9178
Alphington,2c Hamilton St,3,casa,865000.0,6.4,3078.0,1,1,180.0,131.0,2010.0,-37.7802,145.0243
Bentleigh East,5a Cavalier St,3,apartamento,965000.0,13.9,3165.0,2,1,283.0,28.0,2010.0,-37.9142,145.08
Aberfeldie,2 May St,4,casa,1150000.0,9.1,3040.0,2,2,578.0,35.0,2010.0,-37.7614,144.8953
Aberfeldie,2 May St,4,casa,1200000.0,9.1,3040.0,2,2,578.0,35.0,2010.0,-37.7614,144.8953
Preston,28/122 High St,2,kitnet,425000.0,8.8,3072.0,2,1,1485.0,69.0,2010.0,-37.7476,145.0026
Kensington,118/80 Ormond St,2,kitnet,442000.0,4.2,3031.0,2,1,3448.0,71.0,2010.0,-37.7976,144.9285
Fitzroy North,233/4 Bik La,2,kitnet,700000.0,3.5,3068.0,2,1,4332.0,85.0,2010.0,-37.7846,144.9785
Collingwood,10/30 Mater St,2,kitnet,713500.0,1.6,3066.0,2,1,1060.0,88.0,2010.0,-37.7954,144.9868
Altona North,1/156 Chambers Rd,3,casa,620000.0,11.1,3025.0,2,2,276.0,100.0,2010.0,-37.8262,144.8443
Airport West,3/7 South Rd,3,apartamento,540000.0,13.5,3042.0,2,1,161.0,101.0,2010.0,-37.7231,144.8802
Thornbury,10 Ethel St,3,casa,898000.0,6.5,3071.0,2,2,210.0,108.0,2010.0,-37.7551,144.9993
Elsternwick,3/26 Ross St,3,casa,800000.0,8.5,3185.0,2,2,331.0,112.0,2010.0,-37.8847,144.9992
Coburg North,4 Pixel Cct,3,casa,715000.0,9.2,3058.0,2,2,173.0,120.0,2010.0,-37.7308,144.9832
Glenroy,3/132 Widford St,3,apartamento,440000.0,13.0,3046.0,2,1,215.0,121.0,2010.0,-37.6952,144.9256
Brunswick,30 Lobb St,3,casa,740000.0,5.2,3056.0,2,1,4676.0,122.0,2010.0,-37.7687,144.9649
Moorabbin,1/1017 Nepean Hwy,3,apartamento,750000.0,14.6,3189.0,2,1,164.0,123.0,2010.0,-37.9378,145.0385
Glenroy,1/7 Harold St,3,apartamento,550000.0,13.0,3046.0,2,2,212.0,129.0,2010.0,-37.7073,144.9277
Coburg,2/44 Berry St,3,apartamento,810000.0,7.8,3058.0,2,1,213.0,131.0,2010.0,-37.7461,144.9584
Fawkner,2A Piper St,3,apartamento,455000.0,12.4,3060.0,2,1,738.0,138.0,2010.0,-37.7109,144.9654
Maribyrnong,4/105 Raleigh Rd,2,apartamento,510000.0,8.7,3032.0,2,1,176.0,142.0,2010.0,-37.7693,144.8905
Chadstone,2/4 Lenna Ct,3,apartamento,865000.0,13.6,3148.0,2,2,277.0,143.0,2010.0,-37.8796,145.1044
Braybrook,3 Cross St,3,casa,652000.0,10.8,3019.0,2,1,216.0,145.0,2010.0,-37.7865,144.8605
Brunswick West,1/572 Moreland Rd,3,apartamento,797500.0,5.9,3055.0,2,2,262.0,155.0,2010.0,-37.7519,144.9324
Newport,14 Chalmers La,3,casa,900000.0,8.4,3015.0,2,2,194.0,176.0,2010.0,-37.8395,144.8787
Ascot Vale,7 Dalgety Dr,3,casa,995000.0,5.9,3032.0,2,1,314.0,177.0,2010.0,-37.7778,144.9042
Williamstown,22 Bayview St,3,apartamento,1460000.0,8.0,3016.0,2,2,506.0,180.0,2010.0,-37.8658,144.8857
Hawthorn East,3/859 Toorak Rd,3,apartamento,1590000.0,7.5,3123.0,2,2,289.0,181.0,2010.0,-37.8451,145.0525
Carnegie,1/3 Coorigil Rd,3,casa,1360000.0,11.4,3163.0,2,2,282.0,182.0,2010.0,-37.8953,145.0567
Oakleigh South,2/1073 Centre Rd,4,casa,651000.0,14.7,3167.0,2,2,214.0,189.0,2010.0,-37.9244,145.0883
Bentleigh East,1/38 Kennedy St,4,apartamento,1045000.0,13.9,3165.0,2,1,316.0,190.0,2010.0,-37.9198,145.0789
Malvern,18 Chandlers Rd,3,casa,2250000.0,7.4,3144.0,2,2,192.0,191.0,2010.0,-37.86537,145.03718999999995
Williamstown,50 Thompson St,4,casa,1630000.0,8.0,3016.0,2,2,265.0,197.0,2010.0,-37.8656,144.9039
Keilor East,3A Cudgewa Pl,3,apartamento,770000.0,12.8,3033.0,2,1,331.0,201.0,2010.0,-37.7325,144.8621
Toorak,11 Church St,3,apartamento,2700000.0,4.6,3142.0,2,2,294.0,220.0,2010.0,-37.8503,145.0292
Bentleigh East,48a Celia St,4,apartamento,1250000.0,13.9,3165.0,2,2,314.0,231.0,2010.0,-37.9299,145.0598
Yarraville,4 Finlay St,4,casa,1550000.0,7.0,3013.0,2,2,427.0,233.0,2010.0,-37.8187,144.8771
Essendon,37 Woodland St,4,casa,1610000.0,8.0,3040.0,2,2,601.0,250.0,2010.0,-37.7434,144.9256
Gowanbrae,13 Gowanbrae Dr,4,casa,970000.0,13.6,3043.0,2,3,737.0,265.0,2010.0,-37.70546,144.89862
Bentleigh,58 London St,4,apartamento,1155000.0,13.0,3204.0,3,2,271.0,205.0,2010.0,-37.9252,145.0494
Gardenvale,25 Magnolia Rd,4,casa,2200000.0,9.8,3185.0,3,3,474.0,230.0,2010.0,-37.8988,145.0098
Kew,18 Collins St,4,casa,1750000.0,5.6,3101.0,3,2,641.0,230.0,2010.0,-37.7982,145.0281
Hadfield,4 Surrey St,4,casa,870000.0,12.1,3046.0,3,5,591.0,268.0,2010.0,-37.7127,144.9489
Doncaster,12 Norfolk Cct,4,casa,1520000.0,13.9,3108.0,3,2,657.0,275.0,2010.0,-37.7954,145.1379
Watsonia,11 Leafield St,4,casa,1171000.0,14.9,3087.0,3,2,670.0,325.0,2010.0,-37.7122,145.0765
Aberfeldie,126 The Boulevard,4,casa,3900000.0,9.1,3040.0,4,4,670.0,375.0,2010.0,-37.7637,144.8931
Camberwell,9 Derby St,5,casa,2250000.0,7.8,3124.0,5,1,639.0,453.0,2010.0,-37.8303,145.0668
Richmond,229/253 Bridge Rd,1,kitnet,439000.0,2.6,3121.0,1,1,3516.0,56.0,2011.0,-37.8183,144.9979
Preston,3/152 Tyler St,1,kitnet,385000.0,8.8,3072.0,1,1,896.0,65.0,2011.0,-37.73616,144.98487
Carnegie,4/39 Kokaribb Rd,2,kitnet,588000.0,11.4,3163.0,1,1,133.0,71.0,2011.0,-37.89,145.0559
West Footscray,6/350 Somerville Rd,2,casa,502000.0,8.2,3012.0,1,1,2701.0,79.0,2011.0,-37.80881,144.87283
Airport West,2/49 McIntosh St,2,kitnet,500000.0,13.5,3042.0,1,1,168.0,86.0,2011.0,-37.7215,144.8864
Fawkner,1/26 Tucker St,3,apartamento,492000.0,12.4,3060.0,1,1,208.0,107.0,2011.0,-37.7092,144.9695
South Kingsville,1/39 New St,2,apartamento,650000.0,9.1,3015.0,2,1,151.0,102.0,2011.0,-37.8289,144.8671
Reservoir,40b Drysdale St,3,apartamento,620500.0,11.2,3073.0,2,1,158.0,117.0,2011.0,-37.7293,145.0216
Keilor East,16 Roberts St,4,casa,900000.0,12.8,3033.0,2,1,289.0,125.0,2011.0,-37.7506,144.8689
Brunswick,32 Lobb St,3,apartamento,820000.0,5.2,3056.0,2,2,4668.0,126.0,2011.0,-37.7687,144.9649
Sunshine West,2/10 Carter St,3,kitnet,545000.0,13.5,3020.0,2,1,240.0,131.0,2011.0,-37.7891,144.8152
Elsternwick,2/21 Gisborne St,2,casa,1160000.0,8.5,3185.0,2,2,155.0,137.0,2011.0,-37.8887,145.0046
Niddrie,97 Haldane Rd,3,apartamento,770000.0,11.2,3042.0,2,1,313.0,145.0,2011.0,-37.7335,144.8788
Bentleigh East,2/5 Connie St,3,kitnet,870000.0,13.9,3165.0,2,2,365.0,150.0,2011.0,-37.9225,145.0754
Balwyn North,43 Sweyn St,3,casa,1265000.0,9.2,3104.0,2,1,347.0,160.0,2011.0,-37.7947,145.1035
Ascot Vale,25 Dalgety Dr,3,casa,940000.0,5.9,3032.0,2,2,285.0,172.0,2011.0,-37.7778,144.9061
Kingsville,1/68 Edgar St,2,casa,677200.0,7.8,3012.0,2,1,180.0,179.0,2011.0,-37.8115,144.8763
Newport,45 Milford St,3,apartamento,962000.0,8.4,3015.0,2,2,283.0,179.0,2011.0,-37.8477,144.8753
Balwyn,321a Union Rd,3,casa,1500000.0,9.7,3103.0,2,2,404.0,190.0,2011.0,-37.8075,145.1011
Moorabbin,17 Horsmunden Rd,4,casa,1160000.0,14.6,3189.0,2,2,588.0,199.0,2011.0,-37.9395,145.0477
Richmond,2 Portland St,3,casa,3000000.0,2.6,3121.0,2,7,230.0,204.0,2011.0,-37.83055,144.99878
Yarraville,76 Bishop St,4,casa,1235000.0,7.0,3013.0,2,2,244.0,206.0,2011.0,-37.8139,144.8741
Essendon West,2/45 Hoffmans Rd,3,apartamento,970000.0,9.8,3040.0,2,2,356.0,223.0,2011.0,-37.7493,144.8901
Hampton,3 Kendall St,4,casa,1600000.0,13.7,3188.0,2,2,607.0,242.0,2011.0,-37.9324,145.0235
Keilor East,61 Rachelle Rd,4,casa,1420000.0,12.8,3033.0,2,2,613.0,250.0,2011.0,-37.7453,144.8721
Williamstown,104 Hannan St,4,casa,2050000.0,8.0,3016.0,2,2,648.0,285.0,2011.0,-37.8601,144.8879
Fawkner,41 McBryde St,3,apartamento,543500.0,12.4,3060.0,3,3,247.0,103.0,2011.0,-37.71328,144.96437
Sunshine North,4a Downing St,3,casa,620000.0,13.3,3020.0,3,2,221.0,155.0,2011.0,-37.7708,144.8401
Hampton,107 Willis St,5,casa,2980000.0,13.7,3188.0,3,2,694.0,323.0,2011.0,-37.9372,145.0101
Richmond,406/20 Burnley St,1,kitnet,345000.0,2.6,3121.0,1,1,8223.0,45.0,2012.0,-37.8127,145.0094
Port Melbourne,317/99 Dow St,2,kitnet,520000.0,3.8,3207.0,1,1,2166.0,54.0,2012.0,-37.83314,144.94071
Brunswick East,201/218 Lygon St,2,kitnet,435000.0,4.5,3057.0,1,1,197.0,55.0,2012.0,-37.7717,144.9719
Richmond,412/10 Burnley St,1,kitnet,421000.0,2.6,3121.0,1,1,8223.0,57.0,2012.0,-37.8127,145.0094
Reservoir,2/20 Crookston Rd,2,kitnet,352000.0,11.2,3073.0,1,1,117.0,62.0,2012.0,-37.7101,145.0223
Reservoir,2/14 Ludeman Ct,2,kitnet,390000.0,11.2,3073.0,1,1,133.0,65.0,2012.0,-37.6983,144.9998
Maidstone,17/46 Eucalyptus Dr,2,kitnet,352500.0,9.2,3012.0,1,1,15100.0,66.0,2012.0,-37.7795,144.8729
Caulfield North,12/378 Dandenong Rd,2,kitnet,580000.0,8.1,3161.0,1,1,934.0,68.0,2012.0,-37.8607,145.0116
Ascot Vale,18/54 Epsom Rd,2,kitnet,390000.0,5.9,3032.0,1,1,1957.0,69.0,2012.0,-37.7731,144.9074
Reservoir,1/14 Ludeman Ct,2,kitnet,433000.0,11.2,3073.0,1,1,236.0,72.0,2012.0,-37.6984,144.9997
Bentleigh,3/18 Bleazby St,2,kitnet,725000.0,13.0,3204.0,1,1,677.0,88.0,2012.0,-37.9173,145.0359
Oak Park,4/13 Sylvester St,2,kitnet,522000.0,11.5,3046.0,1,1,161.0,91.0,2012.0,-37.7204,144.9131
Glenroy,1/38 Stanley St,2,kitnet,620250.0,13.0,3046.0,1,2,253.0,91.0,2012.0,-37.7117,144.9135
Airport West,2/62 Clydesdale Rd,2,kitnet,530000.0,13.5,3042.0,1,1,120.0,94.0,2012.0,-37.7234,144.8792
Niddrie,204/4 Hotham Rd,3,kitnet,500000.0,11.2,3042.0,1,1,1218.0,94.0,2012.0,-37.73684,144.88333
Pascoe Vale,30 Downs St,2,apartamento,550500.0,9.9,3044.0,1,2,135.0,100.0,2012.0,-37.7242,144.9411
Coburg,4/44 Victoria St,2,kitnet,653000.0,7.8,3058.0,1,1,129.0,107.0,2012.0,-37.7422,144.9606
Pascoe Vale,4/37 Arndt Rd,2,apartamento,500000.0,9.9,3044.0,1,1,147.0,109.0,2012.0,-37.7209,144.93
Coburg North,3/1 Headley St,3,apartamento,631000.0,9.2,3058.0,1,1,178.0,120.0,2012.0,-37.7297,144.9645
Maidstone,2/32 Burns St,3,apartamento,555000.0,9.2,3012.0,1,2,210.0,121.0,2012.0,-37.7869,144.8749
Ashwood,2/53 Salisbury Rd,3,apartamento,830000.0,12.2,3147.0,1,2,212.0,130.0,2012.0,-37.8723,145.1089
Kensington,217/71 Henry St,2,kitnet,535000.0,4.2,3031.0,2,1,2592.0,70.0,2012.0,-37.79785,144.85137
Maribyrnong,705/60 Edgewater Bvd,2,kitnet,566000.0,8.7,3032.0,2,1,3014.0,80.0,2012.0,-37.7853,144.8944
Altona North,2/36 May St,3,casa,675000.0,11.1,3025.0,2,2,171.0,109.0,2012.0,-37.8337,144.8554
Elwood,201/115 Tennyson St,2,kitnet,932000.0,7.7,3184.0,2,1,799.0,110.0,2012.0,-37.8818,144.9918
Chadstone,2/2 Robert St,3,apartamento,845000.0,13.6,3148.0,2,1,177.0,111.0,2012.0,-37.8824,145.1042
Chadstone,2/16 Westbrook St,3,apartamento,820000.0,13.6,3148.0,2,2,213.0,115.0,2012.0,-37.88269,145.09422
Bentleigh East,3b Manuka St,3,casa,886000.0,13.9,3165.0,2,1,185.0,122.0,2012.0,-37.9159,145.0787
Maidstone,4/27 Baird St,3,apartamento,695000.0,9.2,3012.0,2,1,156.0,124.0,2012.0,-37.7898,144.8722
Heidelberg Heights,6/34 Bonar St,3,apartamento,706750.0,10.5,3081.0,2,2,250.0,125.0,2012.0,-37.7449,145.0523
Fawkner,34a Preston St,3,casa,631000.0,12.4,3060.0,2,2,297.0,133.0,2012.0,-37.6994,144.9686
Ashwood,1/16 Raymond St,3,apartamento,900500.0,12.2,3147.0,2,2,256.0,134.0,2012.0,-37.8655,145.1096
Oak Park,1/22 Lex Gr,3,apartamento,770000.0,11.5,3046.0,2,2,272.0,138.0,2012.0,-37.7182,144.9244
Northcote,10 Campbell Gr,3,apartamento,900000.0,5.5,3070.0,2,2,608.0,138.0,2012.0,-37.7763,144.9967
Sunshine West,2/42 Bardsley St,3,apartamento,510000.0,13.5,3020.0,2,1,333.0,141.0,2012.0,-37.7912,144.8215
Bellfield,2/2 Harrison St,3,casa,720000.0,9.5,3081.0,2,1,231.0,145.0,2012.0,-37.7527,145.0392
Burwood,1/24 Daniel St,3,apartamento,975000.0,11.7,3125.0,2,2,267.0,150.0,2012.0,-37.84625,145.10705
Bentleigh East,14 Charles St,3,apartamento,935000.0,13.9,3165.0,2,2,230.0,160.0,2012.0,-37.9179,145.0592
Kew East,3/14 Arden Ct,3,apartamento,1620000.0,7.5,3102.0,2,2,248.0,167.0,2012.0,-37.7923,145.0595
Doncaster,3/103 Church Rd,3,apartamento,1102200.0,13.9,3108.0,2,2,233.0,175.0,2012.0,-37.7881,145.1371
Niddrie,2/55 Garnet St,3,apartamento,820000.0,11.2,3042.0,2,1,229.0,180.0,2012.0,-37.7462,144.8873
Maidstone,32 Ringtail Cct,4,casa,826000.0,9.2,3012.0,2,2,308.0,185.0,2012.0,-37.7833,144.8817
Heidelberg Heights,3/17 Burns Ct,3,casa,600000.0,10.5,3081.0,2,2,251.0,200.0,2012.0,-37.7358,145.0559
Maribyrnong,110/44 Skyline Dr,2,kitnet,570000.0,8.7,3032.0,2,1,3014.0,204.0,2012.0,-37.7853,144.8944
Bentleigh East,1A Brian St,4,apartamento,1185000.0,13.9,3165.0,2,2,305.0,207.0,2012.0,-37.9245,145.0507
Ascot Vale,5 Doncaster St,4,casa,1705000.0,5.9,3032.0,2,4,598.0,273.0,2012.0,-37.7774,144.9104
Strathmore Heights,4 Boeing Rd,4,casa,1260000.0,12.5,3041.0,2,2,697.0,277.0,2012.0,-37.7141,144.8995
Strathmore,44 Lind St,5,casa,1485000.0,9.7,3041.0,2,4,502.0,365.0,2012.0,-37.7317,144.9177
Balwyn North,56a Clifton St,3,casa,1230000.0,9.2,3104.0,3,1,310.0,188.0,2012.0,-37.7949,145.1014
Bentleigh,197A Jasper Rd,3,apartamento,1375000.0,13.0,3204.0,3,2,338.0,194.0,2012.0,-37.9166,145.04183
Bentleigh,12b Coates St,4,apartamento,1435000.0,13.0,3204.0,3,2,291.0,212.0,2012.0,-37.9278,145.0337
Malvern East,2D Paxton St,4,apartamento,2560000.0,11.2,3145.0,3,2,427.0,337.0,2012.0,-37.8704,145.0503
Bentleigh East,2A Barrani St,4,apartamento,1325000.0,13.9,3165.0,4,2,363.0,265.0,2012.0,-37.9116,145.0686
Bentleigh,11 Wilson St,4,casa,2520000.0,13.0,3204.0,4,2,579.0,361.0,2012.0,-37.9155,145.0243
Bentleigh,11 Wilson St,4,casa,2620000.0,13.0,3204.0,4,2,579.0,361.0,2012.0,-37.9155,145.0243
Footscray,1/30 Pickett St,2,kitnet,305000.0,6.4,3011.0,1,1,47.0,35.0,2013.0,-37.8014,144.8959
South Yarra,608/20 Garden St,2,kitnet,515000.0,3.3,3141.0,1,1,734.0,65.0,2013.0,-37.8433,144.9962
Niddrie,2/34 Haldane Rd,2,kitnet,510000.0,11.2,3042.0,1,1,167.0,69.0,2013.0,-37.74732,144.87708
Reservoir,3/41 Fordham Rd,2,apartamento,495000.0,11.2,3073.0,1,1,96.0,73.0,2013.0,-37.7139,145.0198
Airport West,3/19 Hart St,2,kitnet,515000.0,13.5,3042.0,1,1,141.0,73.0,2013.0,-37.7298,144.8883
Glenroy,3/48 William St,2,casa,417000.0,13.0,3046.0,1,1,172.0,77.0,2013.0,-37.7074,144.9086
West Footscray,4/17 Beaumont Pde,2,kitnet,420000.0,8.2,3012.0,1,1,781.0,82.0,2013.0,-37.8079,144.8684
Oak Park,4/29 Margaret St,2,apartamento,585500.0,11.5,3046.0,1,1,161.0,86.0,2013.0,-37.7218,144.9188
Preston,3/9 Cormac St,2,apartamento,660000.0,8.8,3072.0,1,1,113.0,90.0,2013.0,-37.7479,145.0153
Reservoir,2/10 Odowd St,2,apartamento,490000.0,11.2,3073.0,1,1,126.0,91.0,2013.0,-37.7186,145.0166
Pascoe Vale,4/1 Rhodes Pde,3,casa,500000.0,9.9,3044.0,1,2,191.0,92.0,2013.0,-37.7168,144.9329
Yarraville,7/88 Stephen St,2,kitnet,782000.0,7.0,3013.0,1,1,1555.0,92.0,2013.0,-37.8156,144.8943
Altona,1/123 Blyth St,2,apartamento,720000.0,13.8,3018.0,1,2,292.0,125.0,2013.0,-37.8687,144.8197
Glenroy,1/217 West St,5,apartamento,645000.0,13.0,3046.0,1,1,227.0,152.0,2013.0,-37.69786,144.92308
Southbank,601/65 Coventry St,2,kitnet,622500.0,1.2,3006.0,2,1,2955.0,67.0,2013.0,-37.8299,144.9679
Murrumbeena,116/41 Murrumbeena Rd,2,kitnet,500000.0,12.1,3163.0,2,1,5289.0,70.0,2013.0,-37.8882,145.0666
Murrumbeena,22/41 Murrumbeena Rd,2,kitnet,605000.0,12.1,3163.0,2,2,5289.0,72.0,2013.0,-37.8882,145.0666
Maidstone,15/15 Eucalyptus Dr,2,kitnet,405000.0,9.2,3012.0,2,1,2787.0,75.0,2013.0,-37.77941,144.86733
Altona,5/8 David St,2,kitnet,580000.0,13.8,3018.0,2,1,175.0,76.0,2013.0,-37.8687,144.8268
Port Melbourne,304/38 Nott St,2,kitnet,795000.0,3.8,3207.0,2,1,579.0,84.0,2013.0,-37.8416,144.9381
Brunswick,3/38 Charles St,2,apartamento,750000.0,5.2,3056.0,2,1,118.0,88.0,2013.0,-37.7723,144.9643
Albion,2/36 Selwyn St,3,kitnet,580000.0,13.9,3020.0,2,2,250.0,129.0,2013.0,-37.78414,144.82747
Keilor East,2/6 Shelley St,3,apartamento,710000.0,12.8,3033.0,2,1,320.0,133.0,2013.0,-37.7415,144.8668
Braybrook,2B Bradford Ct,3,apartamento,579000.0,10.8,3019.0,2,1,198.0,144.0,2013.0,-37.7827,144.8625
Moonee Ponds,1/263 Union Rd,3,apartamento,1130000.0,6.9,3039.0,2,2,217.0,145.0,2013.0,-37.7704,144.9162
Keilor Park,3/550 Fullarton Rd,4,apartamento,600000.0,14.5,3042.0,2,1,231.0,146.0,2013.0,-37.7263,144.8584
Ascot Vale,1/20 Newsom St,3,apartamento,1050000.0,5.9,3032.0,2,2,318.0,160.0,2013.0,-37.7744,144.9035
Surrey Hills,61 Broughton Rd,3,casa,1525000.0,11.2,3127.0,2,2,347.0,195.0,2013.0,-37.83512,145.0918
Surrey Hills,14 Scheele St,3,casa,1560000.0,11.2,3127.0,2,1,335.0,209.0,2013.0,-37.8165,145.0981
Bentleigh East,4 Wingate St,4,casa,1472500.0,13.9,3165.0,2,2,592.0,219.0,2013.0,-37.9351,145.0572
Essendon,54 Ogilvie St,3,apartamento,1000000.0,8.0,3040.0,2,1,291.0,224.0,2013.0,-37.7499,144.8927
Coburg North,143 Elizabeth St,4,casa,950000.0,9.2,3058.0,2,2,298.0,231.0,2013.0,-37.7308,144.9836
Thornbury,50b Clyde St,3,casa,1250000.0,6.5,3071.0,2,3,297.0,234.0,2013.0,-37.7617,145.0117
Essendon West,17 Hoffmans Rd,4,casa,1422000.0,9.8,3040.0,2,2,505.0,335.0,2013.0,-37.7518,144.8897
Yarraville,6 Clarendon St,3,casa,910000.0,7.0,3013.0,3,2,197.0,109.0,2013.0,-37.8197,144.8875
Reservoir,39 Mason St,4,casa,786000.0,11.2,3073.0,3,1,595.0,174.0,2013.0,-37.7283,145.0072
Burwood,55 Parer St,4,apartamento,900000.0,11.7,3125.0,3,2,381.0,176.0,2013.0,-37.8459,145.1041
Burwood,1/34 Cumming St,5,casa,1060000.0,11.7,3125.0,3,2,326.0,210.0,2013.0,-37.8528,145.1129
Balwyn North,108 Bulleen Rd,5,casa,1750000.0,9.2,3104.0,3,2,705.0,365.0,2013.0,-37.7851,145.0775
Maribyrnong,12 Newstead St,4,casa,1900000.0,8.7,3032.0,3,8,865.0,374.0,2013.0,-37.7682,144.8971
Glen Iris,116 High St,5,casa,2825000.0,9.2,3146.0,4,4,802.0,206.0,2013.0,-37.8627,145.0719
Brighton,81 Carpenter St,4,apartamento,2900000.0,11.2,3186.0,4,2,473.0,292.0,2013.0,-37.91038,144.99986
Balwyn North,9 Stephens St,5,casa,4000000.0,9.2,3104.0,5,4,1364.0,518.0,2013.0,-37.7961,145.0859
Melbourne,208/108 Flinders St,1,kitnet,375000.0,2.8,3000.0,1,0,1414.0,47.0,2014.0,-37.8161,144.9712
Caulfield North,15/496 Dandenong Rd,2,kitnet,450000.0,8.1,3161.0,1,1,1092.0,63.0,2014.0,-37.8647,145.0232
Box Hill,5/10 Camelia St,2,kitnet,780000.0,13.1,3128.0,1,1,171.0,80.0,2014.0,-37.81583,145.1384
Brooklyn,1/8 Paw Paw Rd,2,casa,507000.0,10.9,3012.0,1,2,191.0,87.0,2014.0,-37.8226,144.8392
Pascoe Vale,3/191 Sussex St,2,apartamento,410000.0,9.9,3044.0,1,1,105.0,88.0,2014.0,-37.7233,144.9507
Reservoir,17 Odowd St,2,casa,535000.0,11.2,3073.0,1,1,234.0,92.0,2014.0,-37.7182,145.0161
Coburg,13 Carron St,2,apartamento,635000.0,7.8,3058.0,1,1,97.0,95.0,2014.0,-37.7516,144.9623
Glenroy,2/709 Pascoe Vale Rd,3,kitnet,470000.0,13.0,3046.0,1,2,187.0,99.0,2014.0,-37.7098,144.9163
Hawthorn,118/862 Glenferrie Rd,2,kitnet,610000.0,4.6,3122.0,2,1,85.0,82.0,2014.0,-37.8154,145.0369
Glenroy,3/28 Stanley St,3,apartamento,545000.0,13.0,3046.0,2,1,136.0,130.0,2014.0,-37.7112,144.9142
Glenroy,1/14 Newton St,3,apartamento,680000.0,13.0,3046.0,2,2,243.0,133.0,2014.0,-37.7116,144.92656000000005
Chadstone,2/19 Thurloo St,4,apartamento,881000.0,13.6,3148.0,2,1,188.0,137.0,2014.0,-37.8781,145.0955
Glenroy,1/112 Cardinal Rd,4,apartamento,608000.0,13.0,3046.0,2,1,252.0,150.0,2014.0,-37.7006,144.9299
Coburg,3/58 Moore St,3,apartamento,740000.0,7.8,3058.0,2,1,255.0,164.0,2014.0,-37.7546,144.9713
Caulfield North,25 Malvern Gr,3,casa,2005000.0,8.1,3161.0,2,3,361.0,237.0,2014.0,-37.8694,145.0296
Moonee Ponds,76 Argyle St,3,casa,1550000.0,6.9,3039.0,2,3,477.0,258.0,2014.0,-37.7661,144.9076
Surrey Hills,4 Norris St,4,casa,2860000.0,11.2,3127.0,2,2,779.0,264.0,2014.0,-37.8185,145.0878
Coburg North,27 Snapshot Dr,5,casa,1172000.0,9.2,3058.0,3,2,425.0,37.0,2014.0,-37.7302,144.9816
Chadstone,8B Moorong St,4,casa,890000.0,13.6,3148.0,3,2,288.0,158.0,2014.0,-37.8801,145.1051
Glenroy,47 Cardinal Rd,4,casa,1217500.0,13.0,3046.0,3,2,693.0,192.0,2014.0,-37.7111,144.9275
Balwyn North,16 Sylvan St,4,apartamento,1680000.0,9.2,3104.0,3,1,362.0,200.0,2014.0,-37.7987,145.0788
Hampton,43 Fewster Rd,4,casa,1250000.0,13.7,3188.0,3,2,398.0,220.0,2014.0,-37.9381,145.0161
Bentleigh East,34b Lesden St,4,apartamento,1210000.0,13.9,3165.0,3,2,291.0,222.0,2014.0,-37.9347,145.0546
Burwood,4 Iris St,5,casa,2150000.0,11.7,3125.0,4,2,643.0,380.0,2014.0,-37.8454,145.0974
Niddrie,4/503 Keilor Rd,1,kitnet,325000.0,11.2,3042.0,1,1,710.0,58.0,2015.0,-37.73433,144.89049
Oak Park,15 Kiama St,2,apartamento,600000.0,11.5,3046.0,1,1,161.0,112.0,2015.0,-37.77745,145.01424
Keilor East,87A Wyong St,3,casa,635000.0,12.8,3033.0,2,1,162.0,115.0,2015.0,-37.73082,144.87223999999995
Watsonia,2/21 High St,3,casa,690000.0,14.9,3087.0,2,1,308.0,129.0,2015.0,-37.7078,145.0807
Ascot Vale,3/8 Walter St,2,apartamento,865000.0,5.9,3032.0,2,1,146.0,132.0,2015.0,-37.7713,144.9038
Newport,4/27 Clyde St,3,apartamento,770000.0,8.4,3015.0,2,2,224.0,132.0,2015.0,-37.8424,144.8653
Rosanna,51 Davies St,3,casa,1012000.0,11.4,3084.0,2,1,323.0,142.0,2015.0,-37.7359,145.0614
Carlton North,967 Drummond St,4,casa,2718000.0,3.2,3054.0,2,0,538.0,142.0,2015.0,-37.7816,144.9714
Niddrie,1/79 Coghlan St,3,apartamento,800000.0,11.2,3042.0,2,2,202.0,151.0,2015.0,-37.73553,144.88241000000005
Moorabbin,1/1 Perry St,4,apartamento,1105000.0,14.6,3189.0,2,2,220.0,187.0,2015.0,-37.9387,145.0398
Moorabbin,8b William St,4,casa,1140000.0,14.6,3189.0,2,1,318.0,242.0,2015.0,-37.9443,145.0448
Bentleigh East,31b Purtell St,4,apartamento,1465000.0,13.9,3165.0,2,2,319.0,256.0,2015.0,-37.9256,145.0533
Glen Iris,14 Queens Pde,5,casa,2410000.0,9.2,3146.0,2,2,654.0,354.0,2015.0,-37.8515,145.0922
Maribyrnong,1A Riverview Ct,4,casa,1190000.0,8.7,3032.0,3,2,224.0,205.0,2015.0,-37.76407,144.88431
Seddon,38 Lily St,3,casa,1325000.0,6.6,3011.0,3,2,227.0,211.0,2015.0,-37.8033,144.8897
Seddon,38 Lily St,3,casa,1350000.0,6.6,3011.0,3,2,227.0,211.0,2015.0,-37.8033,144.8897
Essendon,22 Nimmo St,4,casa,1160000.0,8.0,3040.0,3,2,256.0,217.0,2015.0,-37.7527,144.8957
